timestamp,symbol,qty,avg_entry,current,market_value,unreal_pl,unreal_plpc
2025-09-29T20:54:44Z,EAT,180.94955124,138.16,132.97,24060.86,-939.13,-0.037565
2025-09-29T21:00:12Z,ANIP,262.98779590,95.05,91.93,24176.47,-820.52,-0.032825
2025-09-29T21:00:12Z,APH,203.02111589,123.13,121.20,24606.81,-391.18,-0.015649
2025-09-29T21:00:12Z,CENX,958.95550441,26.07,29.87,28647.07,3647.10,0.145884
2025-09-29T21:00:12Z,EAT,180.94955124,138.16,132.97,24060.86,-939.13,-0.037565
2025-09-30T13:22:20Z,ANIP,262.98779590,95.05,91.93,24176.47,-820.52,-0.032825
2025-09-30T13:22:20Z,APH,203.02111589,123.13,121.24,24614.28,-383.71,-0.015350
2025-09-30T13:22:20Z,CENX,958.95550441,26.07,29.18,27982.32,2982.35,0.119294
2025-09-30T13:22:20Z,EAT,180.94955124,138.16,132.00,23885.34,-1114.65,-0.044586
2025-09-30T13:42:35Z,ANIP,262.98779590,95.05,91.93,24177.70,-819.29,-0.032775
2025-09-30T13:42:35Z,APH,203.02111589,123.13,122.94,24958.40,-39.59,-0.001584
2025-09-30T13:42:35Z,CENX,958.95550441,26.07,29.09,27896.02,2896.05,0.115842
2025-09-30T13:42:35Z,EAT,180.94955124,138.16,130.94,23692.63,-1307.36,-0.052294
2025-09-30T13:52:14Z,ANIP,262.98779590,95.05,92.51,24329.00,-667.99,-0.026723
2025-09-30T13:52:14Z,APH,203.02111589,123.13,122.70,24909.68,-88.31,-0.003533
2025-09-30T13:52:14Z,CENX,958.95550441,26.07,28.92,27732.99,2733.02,0.109321
2025-09-30T13:52:14Z,EAT,180.94955124,138.16,130.49,23612.09,-1387.90,-0.055516
2025-09-30T13:58:10Z,ANIP,262.98779590,95.05,92.59,24350.04,-646.95,-0.025881
2025-09-30T13:58:10Z,APH,203.02111589,123.13,123.07,24985.81,-12.18,-0.000487
2025-09-30T13:58:10Z,CENX,958.95550441,26.07,28.92,27728.20,2728.23,0.109129
2025-09-30T13:58:10Z,EAT,180.94955124,138.16,129.89,23503.54,-1496.45,-0.059858
2025-09-30T14:15:49Z,ANIP,262.98779590,95.05,92.43,24307.96,-689.03,-0.027564
2025-09-30T14:15:49Z,APH,203.02111589,123.13,122.75,24920.84,-77.15,-0.003086
2025-09-30T14:15:49Z,CENX,958.95550441,26.07,28.96,27766.56,2766.59,0.110664
2025-09-30T14:15:49Z,EAT,180.94955124,138.16,128.41,23235.73,-1764.26,-0.070570
2025-09-30T14:33:28Z,ANIP,262.98779590,95.05,92.20,24247.47,-749.52,-0.029984
2025-09-30T14:33:28Z,APH,203.02111589,123.13,122.77,24924.90,-73.09,-0.002924
2025-09-30T14:33:28Z,CENX,958.95550441,26.07,29.20,28001.50,3001.53,0.120061
2025-09-30T14:33:28Z,EAT,180.94955124,138.16,127.42,23055.69,-1944.30,-0.077772
2025-09-30T14:43:46Z,ANIP,262.98779590,95.05,92.01,24197.51,-799.48,-0.031983
2025-09-30T14:43:46Z,APH,203.02111589,123.13,122.56,24883.28,-114.71,-0.004589
2025-09-30T14:43:46Z,CENX,958.95550441,26.07,29.15,27953.55,2953.58,0.118143
2025-09-30T14:43:46Z,EAT,180.94955124,138.16,127.15,23007.74,-1992.25,-0.079690
2025-09-30T14:50:29Z,ANIP,262.98779590,95.05,91.82,24147.54,-849.45,-0.033982
2025-09-30T14:50:29Z,APH,203.02111589,123.13,122.70,24910.69,-87.30,-0.003492
2025-09-30T14:50:29Z,CENX,958.95550441,26.07,29.15,27953.55,2953.58,0.118143
2025-09-30T14:50:29Z,EAT,180.94955124,138.16,126.70,22926.31,-2073.68,-0.082947
2025-09-30T14:56:15Z,ANIP,262.98779590,95.05,91.67,24108.09,-888.90,-0.035560
2025-09-30T14:56:15Z,APH,203.02111589,123.13,122.84,24939.11,-58.88,-0.002355
2025-09-30T14:56:15Z,CENX,958.95550441,26.07,29.14,27939.17,2939.20,0.117568
2025-09-30T14:56:15Z,EAT,180.94955124,138.16,126.72,22929.02,-2070.97,-0.082839
2025-09-30T15:10:15Z,ANIP,262.98779590,95.05,91.87,24160.69,-836.30,-0.033456
2025-09-30T15:10:15Z,APH,203.02111589,123.13,123.07,24985.81,-12.18,-0.000487
2025-09-30T15:10:15Z,CENX,958.95550441,26.07,29.04,27843.27,2843.30,0.113732
2025-09-30T15:10:15Z,EAT,180.94955124,138.16,126.25,22844.88,-2155.11,-0.086204
2025-09-30T15:28:21Z,ANIP,262.98779590,95.05,91.99,24192.25,-804.74,-0.032194
2025-09-30T15:28:21Z,APH,203.02111589,123.13,122.39,24847.75,-150.24,-0.006010
2025-09-30T15:28:21Z,CENX,958.95550441,26.07,28.78,27598.74,2598.77,0.103951
2025-09-30T15:28:21Z,EAT,180.94955124,138.16,126.28,22849.40,-2150.59,-0.086023
2025-09-30T15:38:00Z,ANIP,262.98779590,95.05,92.10,24221.18,-775.81,-0.031036
2025-09-30T15:38:00Z,APH,203.02111589,123.13,122.57,24884.30,-113.69,-0.004548
2025-09-30T15:38:00Z,CENX,958.95550441,26.07,28.76,27584.36,2584.39,0.103376
2025-09-30T15:38:00Z,EAT,180.94955124,138.16,126.20,22834.93,-2165.06,-0.086602
2025-09-30T15:44:56Z,ANIP,262.98779590,95.05,92.09,24218.55,-778.44,-0.031142
2025-09-30T15:44:56Z,APH,203.02111589,123.13,122.52,24874.15,-123.84,-0.004954
2025-09-30T15:44:56Z,CENX,958.95550441,26.07,28.87,27685.05,2685.08,0.107403
2025-09-30T15:44:56Z,EAT,180.94955124,138.16,126.33,22859.36,-2140.63,-0.085625
2025-09-30T15:51:07Z,ANIP,262.98779590,95.05,92.30,24273.77,-723.22,-0.028932
2025-09-30T15:51:07Z,APH,203.02111589,123.13,122.76,24922.87,-75.12,-0.003005
2025-09-30T15:51:07Z,CENX,958.95550441,26.07,28.91,27723.40,2723.43,0.108937
2025-09-30T15:51:07Z,EAT,180.94955124,138.16,126.21,22837.64,-2162.35,-0.086494
2025-09-30T15:56:41Z,ANIP,262.98779590,95.05,92.15,24234.33,-762.66,-0.030510
2025-09-30T15:56:41Z,APH,203.02111589,123.13,122.46,24861.97,-136.02,-0.005441
2025-09-30T15:56:41Z,CENX,958.95550441,26.07,28.93,27742.58,2742.61,0.109705
2025-09-30T15:56:41Z,EAT,180.94955124,138.16,126.08,22815.02,-2184.97,-0.087399
2025-09-30T16:14:59Z,ANIP,262.98779590,95.05,92.10,24221.18,-775.81,-0.031036
2025-09-30T16:14:59Z,APH,203.02111589,123.13,122.37,24843.69,-154.30,-0.006172
2025-09-30T16:14:59Z,CENX,958.95550441,26.07,29.03,27838.77,2838.80,0.113552
2025-09-30T16:14:59Z,EAT,180.94955124,138.16,126.07,22812.31,-2187.68,-0.087507
2025-09-30T16:37:23Z,ANIP,262.98779590,95.05,92.74,24389.49,-607.50,-0.024303
2025-09-30T16:37:23Z,APH,203.02111589,123.13,122.37,24843.69,-154.30,-0.006172
2025-09-30T16:37:23Z,CENX,958.95550441,26.07,29.26,28063.83,3063.86,0.122555
2025-09-30T16:37:23Z,EAT,180.94955124,138.16,126.42,22874.74,-2125.25,-0.085010
2025-09-30T16:49:30Z,ANIP,262.98779590,95.05,92.41,24303.31,-693.68,-0.027751
2025-09-30T16:49:30Z,APH,203.02111589,123.13,122.54,24877.19,-120.80,-0.004832
2025-09-30T16:49:30Z,CENX,958.95550441,26.07,29.25,28049.45,3049.48,0.121979
2025-09-30T16:49:30Z,EAT,180.94955124,138.16,126.06,22810.50,-2189.49,-0.087580
2025-09-30T16:55:33Z,ANIP,262.98779590,95.05,92.74,24389.49,-607.50,-0.024303
2025-09-30T16:55:33Z,APH,203.02111589,123.13,122.66,24902.57,-95.42,-0.003817
2025-09-30T16:55:33Z,CENX,958.95550441,26.07,29.34,28140.55,3140.58,0.125623
2025-09-30T16:55:33Z,EAT,180.94955124,138.16,126.34,22861.17,-2138.82,-0.085553
2025-09-30T17:08:39Z,ANIP,262.98779590,95.05,93.15,24497.31,-499.68,-0.019989
2025-09-30T17:08:39Z,APH,203.02111589,123.13,122.53,24876.18,-121.81,-0.004873
2025-09-30T17:08:39Z,CENX,958.95550441,26.07,29.23,28030.27,3030.30,0.121212
2025-09-30T17:08:39Z,EAT,180.94955124,138.16,126.28,22850.76,-2149.23,-0.085969
2025-09-30T17:27:13Z,ANIP,262.98779590,95.05,92.77,24397.38,-599.61,-0.023987
2025-09-30T17:27:13Z,APH,203.02111589,123.13,122.36,24840.85,-157.14,-0.006286
2025-09-30T17:27:13Z,CENX,958.95550441,26.07,29.10,27905.61,2905.64,0.116226
2025-09-30T17:27:13Z,EAT,180.94955124,138.16,126.04,22806.88,-2193.11,-0.087724
2025-09-30T17:37:33Z,ANIP,262.98779590,95.05,92.76,24394.75,-602.24,-0.024093
2025-09-30T17:37:33Z,APH,203.02111589,123.13,122.00,24769.59,-228.40,-0.009137
2025-09-30T17:37:33Z,CENX,958.95550441,26.07,29.02,27828.89,2828.92,0.113157
2025-09-30T17:37:33Z,EAT,180.94955124,138.16,125.58,22722.74,-2277.25,-0.091090
2025-09-30T17:44:15Z,ANIP,262.98779590,95.05,93.06,24473.64,-523.35,-0.020936
2025-09-30T17:44:15Z,APH,203.02111589,123.13,122.19,24807.15,-190.84,-0.007634
